,edit_count,sentiment,neg_sentiment
2010-01-14,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-15,0.03333333333333333,-0.03325057029724121,0.03333333333333333
2010-01-16,0.0,0.0,0.0
2010-01-17,0.0,0.0,0.0
2010-01-18,0.0,0.0,0.0
2010-01-19,0.0,0.0,0.0
2010-01-20,0.0,0.0,0.0
2010-01-21,0.0,0.0,0.0
2010-01-22,0.0,0.0,0.0
2010-01-23,0.0,0.0,0.0
2010-01-24,0.0,0.0,0.0
2010-01-25,0.0,0.0,0.0
2010-01-26,0.0,0.0,0.0
2010-01-27,0.0,0.0,0.0
2010-01-28,0.0,0.0,0.0
2010-01-29,0.0,0.0,0.0
2010-01-30,0.0,0.0,0.0
2010-01-31,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-02-02,0.0,0.0,0.0
2010-02-03,0.0,0.0,0.0
2010-02-04,0.0,0.0,0.0
2010-02-05,0.0,0.0,0.0
2010-02-06,0.0,0.0,0.0
2010-02-07,0.0,0.0,0.0
2010-02-08,0.0,0.0,0.0
2010-02-09,0.0,0.0,0.0
2010-02-10,0.0,0.0,0.0
2010-02-11,0.0,0.0,0.0
2010-02-12,0.0,0.0,0.0
2010-02-13,0.0,0.0,0.0
2010-02-14,0.0,0.0,0.0
2010-02-15,0.0,0.0,0.0
2010-02-16,0.0,0.0,0.0
2010-02-17,0.0,0.0,0.0
2010-02-18,0.0,0.0,0.0
2010-02-19,0.0,0.0,0.0
2010-02-20,0.0,0.0,0.0
2010-02-21,0.0,0.0,0.0
2010-02-22,0.0,0.0,0.0
2010-02-23,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-24,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-25,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-26,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-27,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-02-28,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-01,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-02,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-03,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-04,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-05,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-06,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-07,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-08,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-09,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-10,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-11,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-12,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-13,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-14,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-15,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-16,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-17,0.03333333333333333,-0.03331648906071981,0.03333333333333333
2010-03-18,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-19,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-20,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-21,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-22,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-23,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-24,0.06666666666666667,-0.00412058432896932,0.03333333333333333
2010-03-25,0.03333333333333333,0.02919590473175049,0.0
2010-03-26,0.03333333333333333,0.02919590473175049,0.0
2010-03-27,0.03333333333333333,0.02919590473175049,0.0
2010-03-28,0.03333333333333333,0.02919590473175049,0.0
2010-03-29,0.03333333333333333,0.02919590473175049,0.0
2010-03-30,0.03333333333333333,0.02919590473175049,0.0
2010-03-31,0.03333333333333333,0.02919590473175049,0.0
2010-04-01,0.03333333333333333,0.02919590473175049,0.0
2010-04-02,0.03333333333333333,0.02919590473175049,0.0
2010-04-03,0.03333333333333333,0.02919590473175049,0.0
2010-04-04,0.03333333333333333,0.02919590473175049,0.0
2010-04-05,0.03333333333333333,0.02919590473175049,0.0
2010-04-06,0.03333333333333333,0.02919590473175049,0.0
2010-04-07,0.03333333333333333,0.02919590473175049,0.0
2010-04-08,0.03333333333333333,0.02919590473175049,0.0
2010-04-09,0.03333333333333333,0.02919590473175049,0.0
2010-04-10,0.03333333333333333,0.02919590473175049,0.0
2010-04-11,0.03333333333333333,0.02919590473175049,0.0
2010-04-12,0.03333333333333333,0.02919590473175049,0.0
2010-04-13,0.06666666666666667,0.06019659837086996,0.0
2010-04-14,0.06666666666666667,0.06019659837086996,0.0
2010-04-15,0.1,0.09119729200998943,0.0
2010-04-16,0.1,0.09119729200998943,0.0
2010-04-17,0.06666666666666667,0.06200138727823893,0.0
2010-04-18,0.06666666666666667,0.06200138727823893,0.0
2010-04-19,0.06666666666666667,0.06200138727823893,0.0
2010-04-20,0.06666666666666667,0.06200138727823893,0.0
2010-04-21,0.06666666666666667,0.06200138727823893,0.0
2010-04-22,0.06666666666666667,0.06200138727823893,0.0
2010-04-23,0.06666666666666667,0.06200138727823893,0.0
2010-04-24,0.06666666666666667,0.06200138727823893,0.0
2010-04-25,0.06666666666666667,0.06200138727823893,0.0
2010-04-26,0.06666666666666667,0.06200138727823893,0.0
2010-04-27,0.06666666666666667,0.06200138727823893,0.0
2010-04-28,0.1,0.08693874875704448,0.0
2010-04-29,0.1,0.08693874875704448,0.0
2010-04-30,0.1,0.08693874875704448,0.0
2010-05-01,0.1,0.08693874875704448,0.0
2010-05-02,0.1,0.08693874875704448,0.0
2010-05-03,0.1,0.08693874875704448,0.0
2010-05-04,0.1,0.08693874875704448,0.0
2010-05-05,0.1,0.08693874875704448,0.0
2010-05-06,0.1,0.08693874875704448,0.0
2010-05-07,0.1,0.08693874875704448,0.0
2010-05-08,0.1,0.08693874875704448,0.0
2010-05-09,0.1,0.08693874875704448,0.0
2010-05-10,0.1,0.08693874875704448,0.0
2010-05-11,0.1,0.08693874875704448,0.0
2010-05-12,0.1,0.08693874875704448,0.0
2010-05-13,0.1,0.023721927404403688,0.03333333333333333
2010-05-14,0.1,0.023721927404403688,0.03333333333333333
2010-05-15,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-16,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-17,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-18,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-19,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-20,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-21,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-22,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-23,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-24,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-25,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-26,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-27,0.06666666666666667,-0.00727876623471578,0.03333333333333333
2010-05-28,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-29,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-30,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-05-31,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-01,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-02,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-03,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-04,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-05,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-06,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-07,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-08,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-09,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-10,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-11,0.03333333333333333,-0.03221612771352132,0.03333333333333333
2010-06-12,0.0,0.0,0.0
2010-06-13,0.0,0.0,0.0
2010-06-14,0.0,0.0,0.0
2010-06-15,0.0,0.0,0.0
2010-06-16,0.0,0.0,0.0
2010-06-17,0.03333333333333333,0.0331915279229482,0.0
2010-06-18,0.06666666666666667,0.05570685664812724,0.0
2010-06-19,0.1,0.08862549463907878,0.0
2010-06-20,0.13333333333333333,0.12154413263003032,0.0
2010-06-21,0.16666666666666666,0.14648149410883585,0.0
2010-06-22,0.16666666666666666,0.14648149410883585,0.0
2010-06-23,0.2,0.17768372297286988,0.0
2010-06-24,0.2,0.17768372297286988,0.0
2010-06-25,0.2,0.17768372297286988,0.0
2010-06-26,0.2,0.17768372297286988,0.0
2010-06-27,0.2,0.17768372297286988,0.0
2010-06-28,0.23333333333333334,0.20262108445167543,0.0
2010-06-29,0.26666666666666666,0.22755844593048097,0.0
2010-06-30,0.26666666666666666,0.22755844593048097,0.0
2010-07-01,0.26666666666666666,0.22755844593048097,0.0
2010-07-02,0.26666666666666666,0.22755844593048097,0.0
2010-07-03,0.26666666666666666,0.22755844593048097,0.0
2010-07-04,0.26666666666666666,0.22755844593048097,0.0
2010-07-05,0.3,0.258760674794515,0.0
2010-07-06,0.3,0.258760674794515,0.0
2010-07-07,0.3333333333333333,0.2254378080368042,0.03333333333333333
2010-07-08,0.36666666666666664,0.2587411562601725,0.03333333333333333
2010-07-09,0.4,0.22857497731844584,0.06666666666666667
2010-07-10,0.4,0.22857497731844584,0.06666666666666667
2010-07-11,0.43333333333333335,0.2505229393641154,0.06666666666666667
2010-07-12,0.4666666666666667,0.217196124792099,0.1
2010-07-13,0.5,0.24213348627090453,0.1
2010-07-14,0.5333333333333333,0.20881712834040325,0.13333333333333333
2010-07-15,0.5666666666666667,0.17563267548878989,0.16666666666666666
2010-07-16,0.6,0.20856108665466308,0.16666666666666666
2010-07-17,0.5666666666666667,0.1753695587317149,0.16666666666666666
2010-07-18,0.5666666666666667,0.17320607900619506,0.16666666666666666
2010-07-19,0.5666666666666667,0.16918615500132242,0.16666666666666666
2010-07-20,0.5333333333333333,0.1362675170103709,0.16666666666666666
2010-07-21,0.5333333333333333,0.07804277340571085,0.2
2010-07-22,0.5666666666666667,0.04493187268575032,0.23333333333333334
2010-07-23,0.5333333333333333,0.01372964382171631,0.23333333333333334
2010-07-24,0.5333333333333333,0.01372964382171631,0.23333333333333334
2010-07-25,0.5666666666666667,0.039993053674697875,0.23333333333333334
2010-07-26,0.5666666666666667,0.039993053674697875,0.23333333333333334
2010-07-27,0.5666666666666667,0.039993053674697875,0.23333333333333334
2010-07-28,0.5333333333333333,0.015055692195892334,0.23333333333333334
2010-07-29,0.5333333333333333,0.022984776894251505,0.23333333333333334
2010-07-30,0.5333333333333333,0.022984776894251505,0.23333333333333334
2010-07-31,0.5333333333333333,0.022984776894251505,0.23333333333333334
2010-08-01,0.5333333333333333,0.022984776894251505,0.23333333333333334
2010-08-02,0.5333333333333333,0.022984776894251505,0.23333333333333334
2010-08-03,0.5666666666666667,-0.010216895739237468,0.26666666666666666
2010-08-04,0.5333333333333333,-0.04141912460327148,0.26666666666666666
2010-08-05,0.5333333333333333,-0.04141912460327148,0.26666666666666666
2010-08-06,0.5,-0.008096257845560709,0.23333333333333334
2010-08-07,0.4666666666666667,-0.041399606068929035,0.23333333333333334
2010-08-08,0.43333333333333335,-0.011233427127202352,0.2
2010-08-09,0.43333333333333335,-0.011233427127202352,0.2
2010-08-10,0.4,-0.03318138917287191,0.2
2010-08-11,0.36666666666666664,0.00014542539914449057,0.16666666666666666
2010-08-12,0.36666666666666664,0.00755195418993632,0.16666666666666666
2010-08-13,0.3333333333333333,0.04086831212043762,0.13333333333333333
2010-08-14,0.3333333333333333,0.04073758920033773,0.13333333333333333
2010-08-15,0.3,0.007809178034464518,0.13333333333333333
2010-08-16,0.3,0.007809178034464518,0.13333333333333333
2010-08-17,0.26666666666666666,-0.012542670965194702,0.13333333333333333
2010-08-18,0.26666666666666666,-0.0747627854347229,0.16666666666666666
2010-08-19,0.26666666666666666,-0.0747627854347229,0.16666666666666666
2010-08-20,0.23333333333333334,-0.04147540330886841,0.13333333333333333
2010-08-21,0.23333333333333334,-0.04153773585955302,0.13333333333333333
2010-08-22,0.23333333333333334,-0.04153773585955302,0.13333333333333333
2010-08-23,0.23333333333333334,-0.04153773585955302,0.13333333333333333
2010-08-24,0.2,-0.06780114571253458,0.13333333333333333
2010-08-25,0.2,-0.06780114571253458,0.13333333333333333
2010-08-26,0.2,-0.06780114571253458,0.13333333333333333
2010-08-27,0.2,-0.06780114571253458,0.13333333333333333
2010-08-28,0.16666666666666666,-0.1006675918896993,0.13333333333333333
2010-08-29,0.16666666666666666,-0.1006675918896993,0.13333333333333333
2010-08-30,0.16666666666666666,-0.1006675918896993,0.13333333333333333
2010-08-31,0.16666666666666666,-0.1006675918896993,0.13333333333333333
2010-09-01,0.16666666666666666,-0.1006675918896993,0.13333333333333333
2010-09-02,0.13333333333333333,-0.06746591925621033,0.1
2010-09-03,0.13333333333333333,-0.06746591925621033,0.1
2010-09-04,0.13333333333333333,-0.06746591925621033,0.1
2010-09-05,0.13333333333333333,-0.06746591925621033,0.1
2010-09-06,0.13333333333333333,-0.06746591925621033,0.1
2010-09-07,0.13333333333333333,-0.06746591925621033,0.1
2010-09-08,0.13333333333333333,-0.06746591925621033,0.1
2010-09-09,0.13333333333333333,-0.06746591925621033,0.1
2010-09-10,0.13333333333333333,-0.06746591925621033,0.1
2010-09-11,0.1,-0.0998098095258077,0.1
2010-09-12,0.1,-0.0998098095258077,0.1
2010-09-13,0.06666666666666667,-0.06649463375409444,0.06666666666666667
2010-09-14,0.06666666666666667,-0.06649463375409444,0.06666666666666667
2010-09-15,0.06666666666666667,-0.06649463375409444,0.06666666666666667
2010-09-16,0.06666666666666667,-0.06649463375409444,0.06666666666666667
